"","Name","Price","Opinions","Product_Weight","Volume","Power","Height","Width","Depth"
"100","Dibea Aspiradora escoba sin Cable Aspiradoras de mano verticales 2 en 1, 9000pa Aspiración 2 Velocidades, 45 Min. Batería de ión-litio Recargable, Multiple Funciones Alfombra Suelo duro Coche, D18-Oro",139,119,2.2,2.79065040650406,120,104,21,23
"101","Hoover Sprint EVO SE61 Aspirador trineo sin bolsa con filtro EPA, ideal parquet y mascotas, 700W, nivel de ruido 80dBA, color azul",87,369,4.1,1.5,700,26.5,30,44
"102","Roidmi F8 Lite - Aspiradora sin cable, versión EU en Español, 415W, 80.000 RPM, batería hasta 40 mins., depósito 0.4L, color azul",199.9,168,4.78,0.4,535.027210884354,119.1,23,16
"103","AEG LX7-2-CR-A Aspiradora Trineo Sin Bolsa, Especial Mascotas, Co, 750 W, 72 Decibelios, Rojo",134.95,96,7.59,1.4,600,41.7927401574803,31.3622047244094,34.1574803149606
"104","Aspiradora de Mano sin Cable Iseebiz ,6000PA/120W Mini Aspirador de Seco y Húmedo,Aspiradora Portátil con Batería Recargable para Hogar y Coche con Filtro Lavable,4 Boquillas",29.99,82,0.898,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"105","Taurus Ultimate Lithium - Aspirador escoba (filtración HEPA, 22.2 V, deposito con 650 ml, filtraje Cyclone System)",128,699,2,0.65,535.027210884354,21.5,19,6
"106","Aspiradora de Mano sin Cable, 6500PA Succión Ciclónico Potente Portátil Aspirador con Filtro Lavable Batería Lones Litio 2200mAh Recargable Seco y Húmedo 600ml Depósito para Mascotas, Coche, la Casa",29.99,55,0.699,0.6,120,39,6,12
"107","Holife Aspiradora de Mano, [Potente Sistema de Succión] Aspirador de Mano Sin Cable 3 en1, Aspiradoras en Seco y Húmedo 600ml de Capacidad,Tiempo Largo de Trabajo, Recargable para Casa, Coche",35.98,2,0.98,2.79065040650406,40,43.8,8,13
"108","Taurus Powered Air - Aspirador Escoba 3 en 1, con Cable de 6 m, Filtro HEPA, 600 W, Blanco",52,27,2.75,2.79065040650406,700,21.5,9,59
"109","Ufesa FA0300 accesorio y suministro de vacío - Accesorio para aspiradora (AS3016 AS3018)",29.9,63,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"110","Robot Aspirador de Alto Rendimiento, Especial Mascotas, Todo Tipo De Suelos, Autonomía Hasta 90 Min, Sensor De Obstaculos, Mando A Distancia Incluido, Tecnología Silenciosa 70 dB. H.Koenig_SWR28",179.9,35,3.2,0.4,24,32,41,62
"111","AmazonBasics - Aspiradora cilíndrica sin bolsa, 2,5  L, 700 W [clase energética A]",69.99,312,6,2.5,700,45.3,42,32
"112","BUBM Accesorios para aspiradoras Independientes Dyson V6 V7 V8 V10 V11 DC58 DC59 DC62 DC74 Aspirador inalámbrico Soporte de Suelo- Sin perforar la Pared",63.89,14,3.84,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"113","Europart - Motor bypass para aspiradora (14,5 cm, 1000 W)",46.41,8,0.998,2.79065040650406,1000,41.7927401574803,31.3622047244094,34.1574803149606
"114","2pcs Kit de Recambios de Filtro HEPA para Rowenta/Tefal/Moulinex Compact Power Cyclonic Aspiradoras",19.99,18,0.322,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"115","VicTsing Aspirador de Mano, Aspiradora de Coche sin Cable, 14.8V 6500PA Succión, Recargable/Carga Rápida, 6500PA Succión Ciclónico, Uso Seco y Húmedo para Coche, Cocina,Oficina",36.99,168,1.97,0.6,100,43.5,15,15
"116","REFURBISHHOUSE Accesorios para aspiradoras universales Kit de Limpieza Boquilla Cepillo Herramienta de Hendidura para Manguera estandar 32mm&35mm 6pzs",5.52,21,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"117","Hoover TE-75 - Aspiradora (700 W, A, 27 kWh, Aspiradora cilíndrica, Bolsa para el polvo, 3,5 L)",99.79,18,4.2,2.79065040650406,700,30.3,53,26
"118","TACKLIFE Aspirador Húmedo y Seco, Aspiradora doméstica, Aspiradora Multifuncional, HEPA Filtro, Manguera de 2 m, Limpio de casa, 18.9 L, 1000 V, PVC01A [Clase de eficiencia energética A+]",93.9065454545455,3,6.5,18.9,1000,41.7927401574803,31.3622047244094,34.1574803149606
"119","Electrolux E200M - Pack de 15 bolsas para aspiradoras",29.99,14,0.599,2.79065040650406,535.027210884354,12,12,25
"120","Bissell 2228N SmartClean Pet Aspirador Trineo, sin Bolsa, reconocimiento autómatico del Tipo Suelo, Perfecto para pelos de Mascotas, 770W, 770 W, 80 Decibelios, Otro",329.99,25,9.8,2.79065040650406,770,41.3,39,58
"121","Hoover Sprint EVO SE61 Aspirador trineo sin bolsa con filtro EPA, ideal parquet y mascotas, 700W, nivel de ruido 80dBA, color azul",87,369,4.1,1.5,700,26.5,30,44
"122","AEG VX6-2-IS-P Aspirador Trineo, ABAA, 800 W, 77 dB, 9m de radio de acción, múltiples cepillos",94.99,46,4.2,2.79065040650406,800,44.5,38,45
"123","Aspiradora de Mano, HIKEREN Aspirador de Mano Sin Cable, 7000PA, Aspiradora de Mano Sin Cable Potente, Batería de 2600mAh, Luz LED, Filtro de Acero Inoxidable, 3 Boquillas para Hogar y Coche",48.98,164,1.28,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"124","Dreame V9 Pro Aspiradora Vertical 20000PA Succión Eficiente Sin Cable Aspira 2500mah Batería Escobas eléctricas [3 años de Garantia]",219.99,19,1.5,0.5,400,122.6,22,23
"125","URAQT Aspiradora de Mano, 120W Aspirador Mano Sin Cable Potente, Carga rápida USB Aspiradoras en Seco y Húmedo, Batería de 2200mAh,Filtro Lavable, Accesorio Completo para Oficina Hogar y Coche",25.99,13,0.748,2.79065040650406,120,41.7927401574803,31.3622047244094,34.1574803149606
"126","VicTsing Aspirador de Mano, Aspiradora de Coche sin Cable, 14.8V 6500PA Succión, Recargable/Carga Rápida, 6500PA Succión Ciclónico, Uso Seco y Húmedo para Coche, Cocina,Oficina",36.99,168,1.97,0.6,100,43.5,15,15
"127","Rowenta Compact Power Cyclonic RO3724EA Aspirador sin bolsa, formato compacto, accesorios para ranuras, eficiente en todo tipo de suelo, filtro ciclónico alta eficiencia, vaciado y limpieza fácil",99.99,6,0.499,1.5,2000,32,35,39
"128","ERAY Aspiradora de Mano sin Cable, 6000PA, Filtro de Acero Inoxidable, LED Luz, Seco y Húmedo, Batería de 2500mAh, Ligera y Portátil, 3 Boquillas, Tecnología Ciclónica, Ideal para Casa y Coche",39.99,8,1.1,0.6,120,41.7927401574803,31.3622047244094,34.1574803149606
"129","Rowenta X-Trem Power RO6941EA - Aspirador sin bolsa, sistema ciclónico, depósito con capacidad 2.5 L , cepillo para parquet y ranuras, tubo telescópico para todas las zonas, nivel ruido 75 dB",119,49,5.1,2.5,750,28,54,38
"130","Robot Aspirador de Alto Rendimiento, Especial Mascotas, Todo Tipo De Suelos, Autonomía Hasta 90 Min, Sensor De Obstaculos, Mando A Distancia Incluido, Tecnología Silenciosa 70 dB. H.Koenig_SWR28",179.9,35,3.2,0.4,24,32,41,62
"131","AmazonBasics - Aspiradora cilíndrica sin bolsa, 2,5  L, 700 W [clase energética A]",69.99,312,6,2.5,700,45.3,42,32
"132","LTPAG Aspirador de Mano Sin Cable, 120W 12V Aspirador Alta Potencia Recargable para Coche, 5000PA Aspiradora Mojado e Seco Potente, Aspirador Portátil sin Bolsa, Bajo Ruido -Garantía de 2 años",93.9065454545455,65,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"133","Taurus Powered Air - Aspirador Escoba 3 en 1, con Cable de 6 m, Filtro HEPA, 600 W, Blanco",52,27,2.75,2.79065040650406,700,21.5,9,59
"134","Rowenta X-Trem Power Cyclonic RO7244EA Aspirador sin bolsa,sistema ciclónico de filtrado, apto para todo tipo de suelos, diseño compacto y depósito de 2,5 L y accesorios para coche, fácil vaciado",165,22,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"135","AEG CX7-2-45AN Aspiradora Escoba Vertical Sin Cable y de Mano Esp, 18 W, 0.5 litros, 79 Decibelios, 2 Velocidades, Rojo",189,177,2.4,0.5,18,26.5,7,8
"136","Taurus Unlimited 25.6 Lithium - Aspirador escoba 3 en 1",95.99,651,3.5,0.6,25.6,64.1,21,19
"137","Solac AE2529 Turbobat Lithium 29V Escoba de Aspirar Potente de Gran Autonomía, Rojo y Gris",104.9,59,4,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"138","Ecovacs Deebot N79S - Robot Aspirador navegación aleatoria, control por App y Alexa, Wifi, 4 modos de limpieza, 2 niveles de succión, suelos duros y alfombras, detecta obstáculos y desniveles, negro",93.9065454545455,652,3.2,2.79065040650406,25,83.8,59,21
"139","Cecotec Aspirador Trineo Conga Turbociclonic. Aspirador Turboiclónico, Eficiencia Energética A, 3L, Filtrado Profesional HEPA, 4 Accesorios",54.9,295,4.8,3,800,37,40,34
"140","Bissell 2228N SmartClean Pet Aspirador Trineo, sin Bolsa, reconocimiento autómatico del Tipo Suelo, Perfecto para pelos de Mascotas, 770W, 770 W, 80 Decibelios, Otro",329.99,25,9.8,2.79065040650406,770,41.3,39,58
"141","Hoover Sprint EVO SE61 Aspirador trineo sin bolsa con filtro EPA, ideal parquet y mascotas, 700W, nivel de ruido 80dBA, color azul",87,369,4.1,1.5,700,26.5,30,44
"142","MLITER Aspirador Escoba con Cable 2 en 1, Aspiradora Gran Succión 14KPa, Aspirador de Mano 12 Accesorios, Aspiradora Hogar Ligera Pelo Mascota, Depósito 800ml, Azul y Blanco",42.99,66,2.38,0.8,400,23.8,17,4
"143","massway Aspiradora de Mano Sin Cable, Aspirador de Coche Potente 6500PA, Portátil Aspiradora Seco y Húmedo con Tecnología Ciclónica, 120W Batería 30 Minutos de Trabajo, Filtro Lavable, 3 Boquillas",32.99,45,0.798,0.6,120,37.5,4,12
"144","briebe Cyclon Aspiradora ciclónica sin Bolsa Potente, Filtro HEPA, Tubo telescópico Metal, Cepillo Mixto y rinconera,eficiencia energética A, 700 W, Color Rojo",49.99,25,4.5,2.79065040650406,1000,41.7927401574803,31.3622047244094,34.1574803149606
"145","EMOCCI Aspiradora de Mano Sin Cable 5500PA 100W 8.4V Batería de 2400mAh Super Mudo",93.9065454545455,15,0.68,0.5,100,41.7927401574803,31.3622047244094,34.1574803149606
"146","SADDPA Aspiradora de Mano, Aspirador de Coche portátil inalámbrico 3500pa seco y húmedo Carga USB (12V)",39.02,164,0.998,2.79065040650406,120,41.7927401574803,31.3622047244094,34.1574803149606
"147","Rowenta X-pert 160 RH7221WO Aspiradora de mano sin cable, cabezal alta succión con LED y cepillo motorizado, batería Ion-litio 22 V larga duración, hasta 45 min, sin bolsa, para suelos, zonas altas",149,16,2.5,0.5,535.027210884354,33.6,5,59
"148","Aspiradora de Mano sin cable Iseebiz ,Aspirador de Seco y Húmedo,Aspiradora Portátil 8500PA Aspiradora potente con Filtro de Acero Inoxidable, Luz LED",39.99,3,1.4,2.79065040650406,120,41.7927401574803,31.3622047244094,34.1574803149606
"149","Klarstein TurboHybrid - Aspiradora por ciclón sin Bolsa , para Suelos y de Mano , con batería , Luces LED , 2 Niveles de Potencia , Ocupa Poco Espacio , Boquillas , Estación de Carga , Metálico-Rojo",93.9065454545455,1,4.62,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"150","AEG HX6-35TM Aspiradora de Mano, con Baterías Li-Ion, 0.5 litros, 78 Decibelios, 2 Velocidades, Sólidos",99.48,79,1.18,0.5,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"151","AmazonBasics - Aspiradora cilíndrica sin bolsa, 2,5  L, 700 W [clase energética A]",69.99,312,6,2.5,700,45.3,42,32
"152","Robot Aspirador de Alto Rendimiento, Especial Mascotas, Todo Tipo De Suelos, Autonomía Hasta 90 Min, Sensor De Obstaculos, Mando A Distancia Incluido, Tecnología Silenciosa 70 dB. H.Koenig_SWR28",179.9,35,3.2,0.4,24,32,41,62
"153","Rowenta X-Trem Power Cyclonic RO7244EA Aspirador sin bolsa,sistema ciclónico de filtrado, apto para todo tipo de suelos, diseño compacto y depósito de 2,5 L y accesorios para coche, fácil vaciado",165,22,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"154","Hoover Breeze BR30PET - Aspirador trineo sin bolsa con filtro EPA, con accesorio especial para parquet y mascotas, filtros epa, 550 W, depósito 2L, color gris",69,25,4.1,2,550,41.2,34,31
"155","Kärcher DS 6 - Aspiradora con filtro de agua (lavadora a presión), 650 W, depósito de agua filtrada 2 l, filtro HEPA (1.195-220.0)",253.82,26,9.5,2,650,28.9,44,55
"156","TACKLIFE Aspirador Seco-Húmedo, 1000W Aspiradora Hogar, HEPA y Múltiples Sistemas de Filtración, 18.9L, Tecnología de Boya Segura, 4 Ruedas Giratorias de 360 °,Accesorios ricos, Bolsa para Aspiradora",93.9065454545455,12,3.67131666666667,18.9,1000,41.7927401574803,31.3622047244094,34.1574803149606
"157","CleanMaxx 01375 Power Plus - Aspiradora de mano 800W, 2 en 1, con la función de ventilador adicional, color rojo",39.99,269,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"158","Conga Easy - Aspiradora vertical ciclónica 2 en 1, clase energética A, de alta eficiencia, doble función, aspirador ciclónico, escoba eléctrica para ahorrar espacio, multifunción, con filtro sin bolsa",40.95,1,2.2,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"159","ECO-DE Aspirador de solidos y liquidos Blower Wet & Dry 1400 W, 15 litros, Filtro HEPA Lavable y Filtro de Agua. Funcion sopladora y regulador de Potencia.",67.5,24,9,15,1400,37,46,48
"160","Aigostar Ray 33IXV - Aspirador vertical ciclónico inalámbrico 2 en 1. Batería recargable 2200mAh, sistema ciclónico, capacidad 0.4L, 2 cepillos incluídos. Nivel sonoro 82dB. Diseño exclusivo.",93.9065454545455,34,3.72,0.4,85,41.7927401574803,31.3622047244094,34.1574803149606
"161","Hoover Sprint EVO SE61 Aspirador trineo sin bolsa con filtro EPA, ideal parquet y mascotas, 700W, nivel de ruido 80dBA, color azul",87,369,4.1,1.5,700,26.5,30,44
"162","Klarstein TurboHybrid - Aspiradora por ciclón sin Bolsa , para Suelos y de Mano , con batería , Luces LED , 2 Niveles de Potencia , Ocupa Poco Espacio , Boquillas , Estación de Carga , Metálico-Rojo",93.9065454545455,1,4.62,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"163","Hoover Breeze BR30PET - Aspirador trineo sin bolsa con filtro EPA, con accesorio especial para parquet y mascotas, filtros epa, 550 W, depósito 2L, color gris",69,25,4.1,2,550,41.2,34,31
"164","CleanMaxx 01375 Power Plus - Aspiradora de mano 800W, 2 en 1, con la función de ventilador adicional, color rojo",39.99,269,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"165","Conga Easy - Aspiradora vertical ciclónica 2 en 1, clase energética A, de alta eficiencia, doble función, aspirador ciclónico, escoba eléctrica para ahorrar espacio, multifunción, con filtro sin bolsa",40.95,1,2.2,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"166","Aigostar Ray 33IXV - Aspirador vertical ciclónico inalámbrico 2 en 1. Batería recargable 2200mAh, sistema ciclónico, capacidad 0.4L, 2 cepillos incluídos. Nivel sonoro 82dB. Diseño exclusivo.",93.9065454545455,34,3.72,0.4,85,41.7927401574803,31.3622047244094,34.1574803149606
"167","PexFix Aspiradora Portátil para Camas y colchones, UV Aspiradora contra Ácaros para los Que Sufren de Alergias y Dueños de Mascotas",93.9065454545455,7,1.2,2.79065040650406,300,41.7927401574803,31.3622047244094,34.1574803149606
"168","Karcher SE 4002 - Lava-aspiradora con cable, 1400 W y 4+4 litros de depósito de agua limpia / sucia",221.82,436,8,4,1400,44.1,47,50
"169","SUAOKI 2 en 1 Aspirador Inalámbrico, escoba y portátil de mano, 2150mAh de batería recargable, base de carga para el hogar del automóvil",93.9065454545455,33,4.5,0.5,100,20.4,34,57
"170","Robot Aspirador de Alto Rendimiento, Especial Mascotas, Todo Tipo De Suelos, Autonomía Hasta 90 Min, Sensor De Obstaculos, Mando A Distancia Incluido, Tecnología Silenciosa 70 dB. H.Koenig_SWR28",179.9,35,3.2,0.4,24,32,41,62
"171","Bissell 2228N SmartClean Pet Aspirador Trineo, sin Bolsa, reconocimiento autómatico del Tipo Suelo, Perfecto para pelos de Mascotas, 770W, 770 W, 80 Decibelios, Otro",329.99,25,9.8,2.79065040650406,770,41.3,39,58
"172","Hoover Lander LA30 - Aspirador trineo sin bolsa con filtro EPA, con accesorios especiales para parquet y mascotas, tecnología ciclónica, 700 W, color negro y rojo",79,33,5.2,1.2,700,39,32,30
"173","Casdon - Aspiradora juguete Henry (580)",93.9065454545455,3,1.34,2.79065040650406,1200,53.3,55,56
"174","Vistefly Aspiradora Sin Cable V8, 4 en 1 Aspiradora escoba de Mano y de Palillo con Potente Succión 9000Pa 160W, Recargable Aspirador para Pelos de Mascotas,superligero para la limpieza del hogar Rojo",112.49,44,1.5,0.55,160,71,27,12
"175","VonHaus Aspiradora escoba y de mano de 600W sin bolsa – 2 en 1 vertical y manual con diseño ligero, filtro HEPA, boquilla y cepillo",34.99,4,2.5,0.7,600,26,11,7
"176","Hoover TE-75 - Aspiradora (700 W, A, 27 kWh, Aspiradora cilíndrica, Bolsa para el polvo, 3,5 L)",99.79,18,4.2,2.79065040650406,700,30.3,53,26
"177","REFURBISHHOUSE 2.5M 32mm Tubo de Manguera de EVA Flexible Extra Larga para aspiradora domestica",8,9,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"178","Novohogar Aspirador Hogar Trineo Samba Multiciclónico, Sin Bolsa. Depósito 2L. Filtro Multi System de Última Generación. Potente. Ligero y Compacto. Silencioso 80 dB(A). Fácil de Limpiar",44.95,10,4.23,2,700,37,26,31
"179","Orbegozo AP 4200 - Aspiradora escoba y de mano sin cable, ciclónico con filtro HEPA, 29.6 V, modo ECO y turbo, cepillo motorizado rotativo",95.01,164,4.09,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"180","MooSoo X8 - Aspiradora inalámbrica 2 en 1, con mango y batería, 15000 Pa, gran capacidad de 1,3 l de potencia de aspiración",159,2,1.5,1.3,150,71,41,18
"181","Hoover Sprint EVO SE61 Aspirador trineo sin bolsa con filtro EPA, ideal parquet y mascotas, 700W, nivel de ruido 80dBA, color azul",87,369,4.1,1.5,700,26.5,30,44
"182","MLITER Aspirador Escoba con Cable 2 en 1, Aspiradora Gran Succión 14KPa, Aspirador de Mano 12 Accesorios, Aspiradora Hogar Ligera Pelo Mascota, Depósito 800ml, Azul y Blanco",42.99,66,2.38,0.8,400,23.8,17,4
"183","BLACK+DECKER NVC115JL-QW - Aspirador de mano sin cable 3.6V (1.5Ah) Dustbuster con acción ciclónica",93.9065454545455,58,0.744,2.79065040650406,5.4,39.5,3,3
"184","Tubo flexible cepillo aspirador Rowenta Air Force",8.95,320,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"185","Aspirador Mano,Iseebiz Aspirador de Mano de 6000PA/120W,Aspiradora de Mano sin Cable Potente con Batería Recargable para Hogar y Coche con 1 Bolsa y 4 Boquillas Diferentes,Filtro Lavable",29.99,138,0.748,2.79065040650406,120,35,2,12
"186","Aspiradora de Mano sin Cable, Aspirador de Coche, 6000PA con Fuerte Succión, Aspira en Húmedo y en Seco, 2 filtros lavables + 2 adaptadores de carga",93.9065454545455,171,0.572,2.79065040650406,120,41.7927401574803,31.3622047244094,34.1574803149606
"187","Bolsas Aspirador Ufesa para Modelos: AC4100, AC4200, AC4818, AC3000, AC3010",16.9,6,0.381,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"188","Aspiradora de Coche, VOONEEN 7KPa Aspiradora para Automóvil Portátil de Gran Alcance, Aspiradora Inalámbrica Seca y Húmeda Recargable Succión Fuerte para el Hogar / Automóvil",93.9065454545455,32,1.08,2.79065040650406,120,41.7927401574803,31.3622047244094,34.1574803149606
"189","Filtro lavable Pre motor y kit de filtros HEPA alérgicos Post Motor Para aspiradoras Dyson DC05 DC08",10.99,71,0.141,2.79065040650406,535.027210884354,21,58,20
"190","Kärcher Aspiradores multiuso WD 3 Premium (1.629-863.0)",76,170,5.8,17,1000,38.8,43,53
"191","AmazonBasics - Aspiradora cilíndrica sin bolsa, 2,5  L, 700 W [clase energética A]",69.99,312,6,2.5,700,45.3,42,32
"192","Robot Aspirador de Alto Rendimiento, Especial Mascotas, Todo Tipo De Suelos, Autonomía Hasta 90 Min, Sensor De Obstaculos, Mando A Distancia Incluido, Tecnología Silenciosa 70 dB. H.Koenig_SWR28",179.9,35,3.2,0.4,24,32,41,62
"193","Green Label Kit de Filtro de Espuma y Filtro HEPA para las Aspiradoras Rowenta, Tefal, Moulinex Compact Power Cyclonic Series. Reemplaza a ZR005901",14.83,83,0.322,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"194","DREHFLEX Cabezal de Cepillo aspiradora, Compatible con Tubos de diámetro de 32 a 35 mm, con cerdas Naturales",9.93,9,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"195","Nilfisk 18451124 Buddy II 18 - Aspirador de agua polvo de 18 litros para usos domésticos, potencia máxima 1200 W, Azul, 36 x 33 x 53 cm",60.82,23,4.7,18,1200,33,45,54
"196","Menalux 4600 – Bolsas para aspiradores Fagor VCE140 y VCE145, Solac 898, 901, 903 y A401, Clatronic, Bomann",7.99,9,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"197","Wiivilik 10PCS Aspirador de Parte de reemplazo del Filtro Kit de Limpieza de Accesorios para el iRobot 600 Series",9.49,164,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"198","Kärcher Kit de pinceles aspiradores (2.863-221.0)",21.07,1,3.67131666666667,2.79065040650406,535.027210884354,15,58,36
"199","Menalux 3201 Bolsas para aspiradores Nilfisk",9.99,69,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
"200","3 Cepillos laterales para Aspiradora iRobot Roomba 500, 600 y 700 de Hannets® no. 5.0.0.3.",6.4,11,3.67131666666667,2.79065040650406,535.027210884354,41.7927401574803,31.3622047244094,34.1574803149606
